recipe_name,time,url,special_diet,blurb,course_type,group_by_time
Salmon Avocado Poke Bowl,20,https://www.simplyrecipes.com/author/lisa-lin/,Gluten-Free,"Hawaiian poke is a rice bowl topped with fresh fish and lots of fun toppings, like avocado! A super simple, light meal. Look for sushi-grade salmon when shopping.",dinner,low
Cilantro Lime Shrimp,20,https://www.simplyrecipes.com/author/elise-bauer/,"Low Carb, Paleo","Cilantro lime shrimp! Simple sautéed shrimp with garlic, cilantro, green chile and lime.",dinner,low
Cod Poached in Court Bouillon,20,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Paleo","Cod poached in water infused with bay leaves, garlic, salt, and olive oil.",dinner,low
"Pasta with Spinach, Mushrooms, and Brown Butter",20,https://www.simplyrecipes.com/author/sally-vargas/,Vegetarian,"Brown butter makes everything taste better, especially this pasta with spinach and mushrooms. It's a quick and easy dinner!",dinner,low
Pork Medallions with Mustard-Caper Sauce,20,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb","Pork tenderloin medallions, sauteed in butter and served with a caper mustard cream sauce.",dinner,low
Spicy Garlic Shrimp with Coconut Rice,20,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"Here's a classic recipe for Camarones al Ajillo, a.k.a. spicy garlic shrimp! The shrimp gets quickly sautéed with garlic and jalapeno, then mixed with some coconut rice. Serve with coconut rice for a full meal.",dinner,low
Angel Hair Pasta with Quick Cherry Tomato Sauce,20,https://www.simplyrecipes.com/author/sheryl-julian/,Vegetarian,"This Angel Hair Pasta with Cherry Tomato Sauce is so quick and easy! Ready in about 20 minutes flat, and SO GOOD! Best with fresh summer cherry tomatoes.",dinner,low
Swordfish with Smoked Paprika,20,https://www.simplyrecipes.com/author/hank-shaw/,,"Chunks of swordfish sautéed with fresh tomatoes, smoked paprika and pine nuts.",dinner,low
Three Teacup Chicken,20,https://www.simplyrecipes.com/author/garrett-mccord/,Gluten-Free,"Three Teacup Chicken is so good! A classic Chinese chicken dish with ginger, garlic, scallions, and soy sauce. Quick and easy! Takes only 20 minutes to make. One Pot.",dinner,low
"Grilled Cheese Sandwich with Mozzarella, Red Peppers, and Arugula",20,https://www.simplyrecipes.com/author/garrett-mccord/,Vegetarian,"Ready to try a new kind of grilled cheese? This Grilled Cheese with Mozzarella, Roasted Red Peppers, and Arugula is sweet, peppery, and too tempting to pass up!",dinner,low
Maria Lichty’s Pesto Havarti Mac and Cheese,20,https://www.simplyrecipes.com/author/carrie-havranek/,Vegetarian,"Mac and cheese goes green with this spinach and basil pesto from cookbook author Maria Lichty of Two Peas and Their Pod. Havarti adds a silky, creamy touch to this comfort food classic.",dinner,low
Grilled Cheese BLT,20,https://www.simplyrecipes.com/author/aaron-hutcherson/,,Finally! This Grilled Cheese BLT means you'll never have to choose between two delicious sandwiches for your lunch ever again. Have them both! Right now!,dinner,low
Crispy Cheese and Mushroom Quesadillas,20,https://www.simplyrecipes.com/author/sally-vargas/,Vegetarian,"Crispy, cheesy quesadillas come together in just minutes! To make these a more complete meal, we add mushrooms to the mix. They make a quick snack, or a full meal with a salad or soup on the side.",dinner,low
Mediterranean Mezze Platter,20,https://www.simplyrecipes.com/author/katie-morford/,"Healthy, Vegetarian","A Mezze Platter is an easy, fun, and family-friendly dinner! Use the ingredients listed as a starting point with room to swap in other dips, vegetables, or fruits depending on what’s in season and what you have on hand.",dinner,low
Crispy Hash Browns,20,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Vegetarian","What's the secret to the crispiest hash browns ever? Press out as much extra moisture as possible after grating and before frying. Here's how you can make them perfectly browned and extra crispy, every time.",breakfast,low
Sweet Potato Hash Browns,20,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Paleo, Vegetarian",Quick and easy sweet potato hash browns. Grated sweet potatoes fried in butter.,breakfast,low
Huevos Rancheros,20,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Vegetarian",Huevos rancheros with fried eggs served on corn tortillas and smothered in cooked salsa. BEST Mexican breakfast ever!,breakfast,low
Chorizo and Eggs,20,https://www.simplyrecipes.com/author/elise-bauer/,"Low Carb, Paleo",My mother's excellent recipe for Mexican chorizo (spicy sausage) with scrambled eggs.,breakfast,low
Cloud Eggs (Egg Nests),20,https://www.simplyrecipes.com/author/elise-bauer/,Low Carb,"Cloud Eggs or Egg Nests are egg whites whipped to stiff peaks, grated cheese folded in, formed into nests, baked with yolk in center",breakfast,low
Tomatillo Scrambled Eggs,20,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Vegetarian","Huevos en salsa verde! Eggs scrambled in a green chile sauce made with jalapeño, tomatillos, and onions.",breakfast,low
Steamed Asparagus with Hollandaise Sauce,20,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Paleo, Vegetarian","Elegant steamed asparagus served with a Hollandaise butter sauce. Perfect for Mothers Day or a special breakfast, or a side for a special dinner!",breakfast,low
Huevos a la Mexicana,20,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb","Huevos a la Mexicana are Mexican style scrambled eggs, cooked in a sauce of tomatoes, onions, and jalapeño. Like huevos rancheros, but scrambled. EASY and so good!",breakfast,low
Easy Croque-Madame (Ham and Grilled Cheese Sandwich with Fried Egg),20,https://www.simplyrecipes.com/author/sheryl-julian/,,"Ever had a Croque-Madame? This is a classic French ham and grilled cheese sandwich, topped with a fried egg! Great for an easy lunch or dinner.",breakfast,low
Poached Egg and Bacon Salad – Salad Lyonnaise,20,https://www.simplyrecipes.com/author/elise-bauer/,,"Traditional French salad Lyonnaise with frisee lettuce, bacon, croutons, a poached egg, and a Dijon vinaigrette.",breakfast,low
"Avocado Toasts with Pan-Seared Corn, Olives, and Queso Fresco",20,https://www.simplyrecipes.com/recipes/avocado_toasts_with_pan_seared_corn_olives_and_queso_fresco/,Vegetarian,"Avocado toast gets an upgrade with pan-seared corn, olives, and queso fresco! This makes a hearty, satisfying breakfast any day of the week.",breakfast,low
Flank Steak with Orange and Avocado Salsa,21,https://www.simplyrecipes.com/author/sally-vargas/,Gluten-Free,"Switch up your dinner routine this flank steak and citrus-avocado salsa! It's easy to make on the stovetop or on a grill, and feeds the whole family. Serve as tacos or over salad greens.",dinner,low
Asparagus Artichoke Salad,22,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Paleo, Vegan, Vegetarian",Asparagus Artichoke Salad! A light springtime salad of grilled or roasted asparagus with marinated artichoke hearts and cherry tomatoes.,lunch,low
Crab Salad Panini,22,https://www.simplyrecipes.com/author/elise-bauer/,,"Zesty crab salad sandwich in sourdough bread, grilled on a panini press.",lunch,low
Panko-Crusted Baked Salmon,22,https://www.simplyrecipes.com/author/elise-bauer/,,"Panko-crusted baked salmon! Salmon steaks or fillets coated in honey mustard, breaded with Japanese panko crumbs, and baked to perfection.",dinner,low
Grilled Salmon with Cucumber Mango Salsa,23,https://www.simplyrecipes.com/author/summer-miller/,"Dairy-Free, Gluten-Free, Low Carb, Paleo","This quick and easy grilled salmon is kissed with lime and chili pepper, then topped with a cool, refreshing, colorful, and utterly delicious cucumber mango salsa. It’s okay. Go ahead and do a happy dance—you just won summer!",dinner,low
How to Cook Skirt Steak,23,https://www.simplyrecipes.com/author/jessica-gavin/,"Gluten-Free, Low Carb, Paleo","Skirt steak is a meat lover’s dream! This thin, quick-cooking cut is loaded with beefy flavor and stays tender and juicy after briefly searing in a hot pan. Learn how to cook skirt steak with finesse with these simple tips.",dinner,low
Grilled Salmon with Cucumber Mango Salsa,23,https://www.simplyrecipes.com/author/summer-miller/,"Dairy-Free, Gluten-Free, Low Carb, Paleo","This quick and easy grilled salmon is kissed with lime and chili pepper, then topped with a cool, refreshing, colorful, and utterly delicious cucumber mango salsa. It’s okay. Go ahead and do a happy dance—you just won summer!",dinner,low
How to Cook Skirt Steak,23,https://www.simplyrecipes.com/author/jessica-gavin/,"Gluten-Free, Low Carb, Paleo","Skirt steak is a meat lover’s dream! This thin, quick-cooking cut is loaded with beefy flavor and stays tender and juicy after briefly searing in a hot pan. Learn how to cook skirt steak with finesse with these simple tips.",dinner,low
French Toast,23,https://www.simplyrecipes.com/author/elise-bauer/,,"The BEST French Toast! Fluffy and tender on the inside, gloriously browned on the outside. Learn how to make this amazing French toast, from what bread to use, the perfect batter, and how to cook.",breakfast,low
French Toast,23,https://www.simplyrecipes.com/author/elise-bauer/,,"The BEST French Toast! Fluffy and tender on the inside, gloriously browned on the outside. Learn how to make this amazing French toast, from what bread to use, the perfect batter, and how to cook.",breakfast,low
Asparagus and Ricotta Bruschetta,23,https://www.simplyrecipes.com/author/sally-vargas/,Vegetarian,Here's an asparagus-topped bruschetta that's ready for Easter or a spring dinner party! Lemony ricotta is spread over crusty bread and topped with fresh asparagus. Bruschetta perfection!,breakfast,low
Air Fryer Falafel,24,https://www.simplyrecipes.com/author/nick-evans/,"Healthy, Vegetarian","Falafel made in the air fryer is crunchy on the outside and soft in the middle. Stuff them in a pita packed with veggies and tahini sauce for an easy, quick meal!",lunch,medium
"Green Bean Salad with Basil, Balsamic, and Parmesan",25,https://www.simplyrecipes.com/author/elise-bauer/,"Low Carb, Vegetarian","Fresh green beans, blanched and toss with a balsamic vinaigrette, red onions, basil, and Parmesan.",lunch,medium
Deviled Egg Salad,25,https://www.simplyrecipes.com/author/elise-bauer/,Vegetarian,"Deviled eggs on their own are great, but turning them into a salad brings the flavors of paprika, hot sauce, onions, and salt and pepper together for a versatile, transportable, end-of-summer dish.",lunch,medium
"Green Bean Salad with Basil, Balsamic, and Parmesan",25,https://www.simplyrecipes.com/author/elise-bauer/,"Low Carb, Vegetarian","Fresh green beans, blanched and toss with a balsamic vinaigrette, red onions, basil, and Parmesan.",lunch,medium
Deviled Egg Salad,25,https://www.simplyrecipes.com/author/elise-bauer/,Vegetarian,"Deviled eggs on their own are great, but turning them into a salad brings the flavors of paprika, hot sauce, onions, and salt and pepper together for a versatile, transportable, end-of-summer dish.",lunch,medium
Pesto Pasta Salad,25,https://www.simplyrecipes.com/author/elise-bauer/,Vegetarian,"Summer pesto pasta salad with fresh basil pesto, spiral pasta, pine nuts, olives, peas, and cherry tomatoes.",lunch,medium
"Kale Salad with Balsamic, Pine Nuts, and Parmesan",25,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Vegetarian","This Kale Salad with Balsamic, Pine Nuts and Parmesan is our most requested salad over the holidays. It's a crowd pleaser!",lunch,medium
Mom’s Easy Macaroni Salad,25,https://www.simplyrecipes.com/author/elise-bauer/,Vegetarian,"When it's hot, cooking has to be at a bare minimum, right? This quick and easy macaroni salad with hard boiled egg, roasted red bell pepper, onion, mayonnaise, and paprika gives new life to your standard issue picnic macaroni salad!",lunch,medium
Grilled Radicchio Salad,25,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Vegetarian","Have you ever had grilled radicchio? Try it! Excellent with olive oil, balsamic, and a little grated Pecorino.",lunch,medium
Mediterranean Chickpea Bowls with Tahini Sauce,25,https://www.simplyrecipes.com/author/sabrina-modelle/,"Gluten-Free, Vegan, Vegetarian","Mediterranean chickpea bowls with creamy tahini sauce! Made with spiced chickpeas, spinach, cherry tomatoes, cucumbers, red onions, and brown rice. Great make-ahead meal for lunches or dinners.",lunch,medium
Nopalitos Cactus Salad,25,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Paleo, Vegan, Vegetarian","Ever eat cactus? Nopalitos are so GOOD! This easy, budget-friendly salad is a classic Mexican cactus salad with chopped prickly pear cactus paddles (nopalitos), tomatoes, onions, and radishes.",lunch,medium
Broccoli Slaw with Cranberry Orange Dressing,25,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Vegetarian","Broccoli slaw, a coleslaw made with broccoli stems, cabbage, and carrots, with a tangy cranberry orange dressing.",lunch,medium
Quinoa Greek Salad,25,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Vegan, Vegetarian","Healthy delicious Greek salad with quinoa, cherry tomatoes, cucumbers, red onion, kalamata olives, and feta cheese. So easy!",lunch,medium
Grilled Chicken Caesar Salad,25,https://www.simplyrecipes.com/author/sabrina-modelle/,,"Chicken Caesar salad is such an easy, fuss-free weeknight meal. Add some smoky summertime flavor by grilling the chicken and the bread croutons!",lunch,medium
Chicken Curry Salad,25,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"A great chicken curry salad recipe for potlucks or picnics. Chicken, curry powder, onion, raisins, apple, and cilantro. Mayo optional.",lunch,medium
Winter Root Vegetable Slaw,25,https://www.simplyrecipes.com/author/hank-shaw/,"Gluten-Free, Vegetarian","It looks like cole slaw, but this shredded salad of root veggies -- carrots, radishes, parsnips and celery root -- is an excellent accompaniment to heavier winter foods.",lunch,medium
Radish Salad with Mint and Pistachios,25,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Paleo, Vegan, Vegetarian","Fresh red radish salad with mint, shallots, lemon, and toasted pistachios.",lunch,medium
Smoked Salmon Pasta Salad,25,https://www.simplyrecipes.com/author/elise-bauer/,,"Simple pasta salad with smoked salmon, orange bell peppers, celery, green onions, lemon juice, and mayonnaise.",lunch,medium
Chicken Apple Arugula Goat Cheese Salad,25,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb","Chicken salad with arugula, goat cheese, and apple slices.",lunch,medium
"Radicchio Salad with Green Olives, Chickpeas, and Parmesan",25,https://www.simplyrecipes.com/author/emma-christensen/,"Gluten-Free, Vegetarian","A beautiful radicchio salad with green olives, chickpeas, and Parmesan. Quick and easy to toss together. Great with chicken or fish.",lunch,medium
Watercress Salad with Warm Bacon Dressing,25,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,Simple watercress salad with fresh peppery watercress and a hot bacon apple cider dressing.,lunch,medium
Circassian Chicken Salad,25,https://www.simplyrecipes.com/author/hank-shaw/,,"Circassian Chicken Salad is a classic mayo-free chicken salad with a creamy walnut sauce and paprika, garlic, green onions, and parsley.",lunch,medium
Steak Noodle Bowls with Miso-Lime Dressing,25,https://www.simplyrecipes.com/author/sally-vargas/,"Gluten-Free, Healthy","Looking for a quick, healthy, and satisfying weeknight dinner or workday lunch? These steak noodle bowls are bursting with crunchy sugar snap peas and cucumbers then finished with a zippy miso-lime dressing. All this goodness in under 30 minutes.",lunch,medium
Croque Monsieur Ham and Cheese Sandwich,25,https://www.simplyrecipes.com/author/elise-bauer/,,"Class French Croque Monsieur recipe, toasted ham and Swiss cheese sandwich, topped with a bechamel sauce  of butter, flour, milk, nutmeg, Parmesan and Gruyere.",lunch,medium
Croque Monsieur Ham and Cheese Sandwich,25,https://www.simplyrecipes.com/author/elise-bauer/,,"Class French Croque Monsieur recipe, toasted ham and Swiss cheese sandwich, topped with a bechamel sauce  of butter, flour, milk, nutmeg, Parmesan and Gruyere.",lunch,medium
Stovetop Double-Stack Cheeseburgers,25,https://www.simplyrecipes.com/author/nick-evans/,,"Want a great burger cooked on the stovetop? These double-stacked cheeseburgers are what your cravings desire: thin, tender patties, melty cheese, and a generous amount of secret sauce. Don't forget a napkin!",dinner,medium
Skillet Shrimp Fajitas,25,https://www.simplyrecipes.com/author/nick-evans/,,"It's all in the seasoning for these skillet shrimp fajitas! Toss shrimp in some chili powder and red pepper flakes, and then quickly cook them in a skillet with some veggies. Better-than-restaurant quality fajitas are yours in no time!",dinner,medium
Homemade Pepperoni Pizza,25,https://www.simplyrecipes.com/author/nick-evans/,,"This Homemade Pepperoni Pizza has everything you want—a great crust, gooey cheese, and tons of pepperoni. The secret to great pepperoni flavor? Hide extra under the cheese! Who needs delivery?",dinner,medium
Garlic Herb Steak Bites,25,https://www.simplyrecipes.com/author/nick-evans/,,"These Garlic Herb Steak Bites can be whatever you want. Appetizer? Serve them with toothpicks. Dinner entrée? Serve them with rice or potatoes! Kids love 'em, too!",dinner,medium
Beef and Broccoli Ramen Stir Fry,25,https://www.simplyrecipes.com/author/nick-evans/,,A Chinese takeout favorite—beef with broccoli—cooked with ramen noodles means this is one completely filling meal. And it's on the table in less than 30 minutes!,dinner,medium
Pan-Fried London Broil Steak,25,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb","London Broil - Top round steak, seasoned with dry mustard, salt, pepper, and rubbed with butter, pan fried to brown, then finished in the oven if necessary with thicker cuts.",dinner,medium
Hamburger and Macaroni,25,https://www.simplyrecipes.com/author/elise-bauer/,,"Hamburger and Macaroni! Others call it goulash or even American chop suey. Whatever you call it, it's great for a midweek meal. Browned ground beef cooked in a tomato onion sauce, mixed in with elbow macaroni. So good!",dinner,medium
Beef and Broccoli Ramen Stir Fry,25,https://www.simplyrecipes.com/author/nick-evans/,,A Chinese takeout favorite—beef with broccoli—cooked with ramen noodles means this is one completely filling meal. And it's on the table in less than 30 minutes!,dinner,medium
Pan-Fried London Broil Steak,25,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb","London Broil - Top round steak, seasoned with dry mustard, salt, pepper, and rubbed with butter, pan fried to brown, then finished in the oven if necessary with thicker cuts.",dinner,medium
Hamburger and Macaroni,25,https://www.simplyrecipes.com/author/elise-bauer/,,"Hamburger and Macaroni! Others call it goulash or even American chop suey. Whatever you call it, it's great for a midweek meal. Browned ground beef cooked in a tomato onion sauce, mixed in with elbow macaroni. So good!",dinner,medium
Salmon Fried Rice,25,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,Have leftover rice and cooked salmon? Make salmon fried rice! Comes together in minutes. Easy and so good!,dinner,medium
Chicken Larb Lettuce Wraps (Larb Gai),25,https://www.simplyrecipes.com/author/sally-vargas/,"Dairy-Free, Gluten-Free","Ever had chicken larb?! If you're looking for a quick, super flavorful, and spicy meal, look no further than this spin on Laotian chicken larb. Use either ground chicken or turkey and serve it in sweet, buttery lettuce wraps.",dinner,medium
BBQ Pulled Jackfruit Tacos,25,https://www.simplyrecipes.com/author/megan-gordon/,"Vegan, Vegetarian","Jackfruit makes an easy, meat-free meal any night of the week. Here, we're making tacos! Warm it up with your favorite BBQ sauce and pile it into tortillas with all your favorite toppings.",dinner,medium
Chicken Fried Rice,25,https://www.simplyrecipes.com/author/lisa-lin/,Gluten-Free,"Chicken Fried Rice! This is an easy weeknight meal made on the stovetop. Made with chicken, eggs, onions, carrots, peas, and rice!",dinner,medium
Easy Mexican Chicken and Rice Soup,25,https://www.simplyrecipes.com/author/sally-vargas/,Gluten-Free,"This Mexican Chicken and Rice Soup takes classic chicken soup to a spicy, tomatoey new place. Serve with cilantro, lime wedges, and tortillas on the side.",dinner,medium
Angel Hair Pasta with Shrimp and Parmesan Lemon Cream Sauce,25,https://www.simplyrecipes.com/author/elise-bauer/,,"Angel hair pasta, also called capellini, served with shrimp and a lemon cream sauce with herbs and parmesan.",dinner,medium
Mom’s Perfect Pork Chops,25,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Paleo",Pan-fried pork chops on the stovetop are so quick and easy! Use a homemade dry rub to really bring out the flavor of the chops.,dinner,medium
Turkey Stroganoff,25,https://www.simplyrecipes.com/author/elise-bauer/,,"Turkey Stroganoff recipe made with turkey leftovers, mushrooms, thyme and sour cream.",dinner,medium
Grilled Garlic Shrimp Skewers,25,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb",Easy grilled shrimp basted with garlic butter. It's shrimp on a stick!,dinner,medium
Shrimp Quesadilla,25,https://www.simplyrecipes.com/author/elise-bauer/,,"Shrimp quesadilla! Flour tortillas toasted with shredded Monterey Jack cheese and pan-seared shrimp with onions, cilantro, avocados",dinner,medium
Pan Seared Salmon with Avocado Remoulade,25,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Paleo","Pan seared salmon with a creamy avocado remoulade sauce, avocados puréed with lime juice, olive oil, shallots, parsley, and Dijon.",dinner,medium
Shrimp with Snow Peas,25,https://www.simplyrecipes.com/author/elise-bauer/,Low Carb,A classic Chinese stir fry of shrimp and snow peas with a mild ginger-garlic sauce.,dinner,medium
Pan Simmered Pacific Black Cod,25,https://www.simplyrecipes.com/author/elise-bauer/,Low Carb,"Pacific black cod (sable fish) cooked in a broth of sake, rice vinegar, soy sauce and oil, delicious!",dinner,medium
Pasta with Tuna and Arugula,25,https://www.simplyrecipes.com/author/elise-bauer/,,"Quick, easy, and surprisingly delicious, pasta with wilted arugula and a sauce made of olive oil, garlic, red pepper flakes and canned tuna.",dinner,medium
Mediterranean Chickpea Bowls with Tahini Sauce,25,https://www.simplyrecipes.com/author/sabrina-modelle/,"Gluten-Free, Vegan, Vegetarian","Mediterranean chickpea bowls with creamy tahini sauce! Made with spiced chickpeas, spinach, cherry tomatoes, cucumbers, red onions, and brown rice. Great make-ahead meal for lunches or dinners.",dinner,medium
Quick Beef Stir-Fry with Bell Peppers,25,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Paleo",Quick stir-fried beef strips with sliced onions and red and green bell peppers.,dinner,medium
Honey Apple Cider Glazed Salmon,25,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb","Honey Glazed Salmon Recipe with the addition of apple cider for a delicious caramelized flavor. Salmon fillets are cooked in a honey and apple cider glaze on stovetop, then served over fresh wilted spinach.",dinner,medium
Grilled Salmon with Dill Butter,25,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Paleo","Simple and easy, grilled salmon with dill butter and lemon. Low carb and paleo too!",dinner,medium
Pork Stir Fry with Green Onion,25,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Paleo",Lean pork sliced into shreds and stir-fried Chinese style with green onions and garlic.,dinner,medium
Mushroom Toast with Fried Egg,25,https://www.simplyrecipes.com/author/sheryl-julian/,Vegetarian,"Sautéed mushrooms on toast and topped with a fried egg make a satisfying meat-free meal on days when you need something easy. Make it for breakfast, lunch, or dinner — it's good any time of day!",dinner,medium
Baked Fish with Parmesan Breadcrumbs,25,https://www.simplyrecipes.com/author/simply-recipes-team/,,This easy flounder with Parmesan breadcrumbs is the perfect vacation dinner. It's quick to make with shredded Parmesan Cheese & there's plenty for everyone. Cheesy breadcrumbs FTW!,dinner,medium
Pasta with Roasted Tomatoes and Creamy Herb Cashew Sauce,25,https://www.simplyrecipes.com/author/erin-alderson/,"Dairy-Free, Vegan, Vegetarian","Pasta? Check. Roasted tomatoes? Check. Creamy vegan cashew sauce? Absolutely CHECK! This recipe is so simple, but it delivers big on both flavor and creaminess. Make the cream sauce ahead of time and dinner is ready in no time.",dinner,medium
Turkey Tacos with Cranberry Salsa,25,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,Turkey tacos recipe with cranberry salsa! Another great way to use up Thanksgiving turkey leftovers.,dinner,medium
Happy Shrimp Stir Fry,25,https://www.simplyrecipes.com/author/jaden-hair/,Gluten-Free,"A favorite dish for Chinese New Year, shrimp stir-fried in a sauce of ketchup, rice vinegar, sesame oil, sugar, and broth, and served on a bed of lettuce.",dinner,medium
Soba Noodle Bowls with Spinach and Poached Eggs,25,https://www.simplyrecipes.com/author/sally-vargas/,Vegetarian,"EASY and FAST Soba Noodle Bowls. With spinach, poached eggs, and sesame seeds. 20 minutes to make.",dinner,medium
Chicken Mango Lettuce Wraps,25,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"Chicken Mango Lettuce wraps are light and nourishing, made with stir fried chicken, shiitake mushrooms, and diced mango, served in wraps of lettuce!",dinner,medium
Chicken with Creamy Cassis Sauce,25,https://www.simplyrecipes.com/author/elise-bauer/,,"Chicken with Creamy Cassis Sauce! Chicken breasts lightly sautéed and served with a sauce made with cream, white wine, and creme de cassis, a liqueur made from blackcurrants.",dinner,medium
Pork Mango Picadillo,25,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"Spicy ground pork with mango, almonds, and cilantro. Perfect over rice!",dinner,medium
Buffalo Cauliflower Tacos with Ranch Sauce,25,https://www.simplyrecipes.com/author/erin-alderson/,"Dairy-Free, Vegan, Vegetarian","These Buffalo Cauliflower Tacos are a great meat-free main—all the flavor of buffalo wings, but made with cauliflower! Top these easy tacos with vegan ranch dressing and serve.",dinner,medium
Pork Chops with Sweet and Sour Sauce,25,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,Quick and easy pork chops with a sweet and sour sauce made with red currant jelly and Dijon mustard. 25 minutes start to finish!,dinner,medium
Sautéed Shrimp with Tropical Fruit Salsa,25,https://www.simplyrecipes.com/author/jaden-hair/,Gluten-Free,Sautéed shrimp topped with a mango pineapple kiwi salsa and toasted coconut flakes. 1 pot and takes only 25 minutes to make!,dinner,medium
"Pasta with Artichoke Hearts, Sun Dried Tomatoes, and Toasted Almonds",25,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Vegan, Vegetarian","Fusilli pasta tossed with marinated artichoke hearts, sun-dried tomatoes, and toasted almonds.",dinner,medium
Kung Pao Chicken,25,https://www.simplyrecipes.com/author/garrett-mccord/,Gluten-Free,"Skip take-out and make this Kung Pao Chicken at home! This spicy, sweet Chinese stir-fry is made with hot chilis, Szechwan peppercorns, garlic, ginger, and unsalted peanuts. Serve with rice for a weeknight meal.",dinner,medium
Sweet Corn and Goat Cheese Quesadillas,25,https://www.simplyrecipes.com/author/carrie-havranek/,Vegetarian,"Sweet corn! Zucchini! Goat cheese! Basil! Fold these up in a quesadilla, and you've got one quick dinner. If you need a super easy meal to make on a hot summer day, this is definitely it.",dinner,medium
Easy Avocado and Black Bean Quesadillas,25,https://www.simplyrecipes.com/author/carrie-havranek/,Vegetarian,"Creamy avocados and savory black beans are a great match. Load them onto a quesadillas, add a mix of cheeses, and dinner is served in minutes! This is such an easy and kid-friendly weeknight dinner.",dinner,medium
Steak Noodle Bowls with Miso-Lime Dressing,25,https://www.simplyrecipes.com/author/sally-vargas/,"Gluten-Free, Healthy","Looking for a quick, healthy, and satisfying weeknight dinner or workday lunch? These steak noodle bowls are bursting with crunchy sugar snap peas and cucumbers then finished with a zippy miso-lime dressing. All this goodness in under 30 minutes.",dinner,medium
Stovetop Double-Stack Cheeseburgers,25,https://www.simplyrecipes.com/author/nick-evans/,,"Want a great burger cooked on the stovetop? These double-stacked cheeseburgers are what your cravings desire: thin, tender patties, melty cheese, and a generous amount of secret sauce. Don't forget a napkin!",dinner,medium
Skillet Shrimp Fajitas,25,https://www.simplyrecipes.com/author/nick-evans/,,"It's all in the seasoning for these skillet shrimp fajitas! Toss shrimp in some chili powder and red pepper flakes, and then quickly cook them in a skillet with some veggies. Better-than-restaurant quality fajitas are yours in no time!",dinner,medium
Homemade Pepperoni Pizza,25,https://www.simplyrecipes.com/author/nick-evans/,,"This Homemade Pepperoni Pizza has everything you want—a great crust, gooey cheese, and tons of pepperoni. The secret to great pepperoni flavor? Hide extra under the cheese! Who needs delivery?",dinner,medium
Garlic Herb Steak Bites,25,https://www.simplyrecipes.com/author/nick-evans/,,"These Garlic Herb Steak Bites can be whatever you want. Appetizer? Serve them with toothpicks. Dinner entrée? Serve them with rice or potatoes! Kids love 'em, too!",dinner,medium
How to Make Eggs Benedict,25,https://www.simplyrecipes.com/author/elise-bauer/,,"Eggs Benedict, poached eggs over bacon and buttered toasted English muffin, topped with Hollandaise sauce.",breakfast,medium
Corned Beef Hash,25,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"Have leftover corned beef from St. Patrick's Day? Make this Corned Beef Hash! Chop up your corned beef and potatoes, fry with onions, and serve as a side or for breakfast with eggs!",breakfast,medium
How to Make Eggs Benedict,25,https://www.simplyrecipes.com/author/elise-bauer/,,"Eggs Benedict, poached eggs over bacon and buttered toasted English muffin, topped with Hollandaise sauce.",breakfast,medium
